Broker ID,Firm name,Customer Income,Customer Insurance Premium,Number of Calls,Call Duration,Misconducts,Firm Ranking,Customer ID,YearsExperience,NumClients,AvgInvestment,Complaints,Misconducts
DI4741DI,Farmers Financial Solutions,114484,3983,34,42,0,406,NS447860NS,13.257231091142584,58,55792.90144304885,4,1
CH4052CH,Princor Financial Services Corporation,82154,4033,36,30,0,315,MR767540MR,7.239797083570217,29,61606.82495697125,1,0
AF7574AF,Prudential Investment Management Services,52336,1182,6,57,0,203,KP198538KP,6.593235121289691,98,45370.50934574641,0,0
EJ1726EJ,Wells Fargo Advisors Financial Network,153677,4030,39,55,1,1,OT639660OT,9.888904602206763,87,39185.80371254596,0,0
EJ4760EJ,Wells Fargo Advisors Financial Network,117779,1363,42,16,0,1,OT916228OT,10.768130897878615,37,51765.112761627446,3,0
BG6806BG,Ameritas Investment,69029,1038,12,12,1,110,LQ611511LQ,9.934610503811815,75,52654.03828348537,1,0
CH2875CH,Princor Financial Services Corporation,109201,4598,3,17,0,315,MR321035MR,5.865115799920247,70,33817.89205286839,4,1
CH7993CH,Princor Financial Services Corporation,82265,4959,45,16,0,315,MR985258MR,9.821759920974424,18,53750.719146827774,3,0
BG5033BG,Ameritas Investment,152916,3544,18,12,1,110,LQ482736LQ,7.391060998990294,85,60698.50498701039,4,1
AF6443AF,Prudential Investment Management Services,96197,4587,40,8,0,203,KP455779KP,11.339345097660077,42,40870.519269759905,4,1
CH1989CH,Princor Financial Services Corporation,175733,2372,21,20,0,315,MR735310MR,10.733196492193697,41,54355.55848374813,7,1
EJ4744EJ,Wells Fargo Advisors Financial Network,121907,4029,15,3,1,1,OT678328OT,8.120240427345289,38,58922.636603701336,3,0
EJ9611EJ,Wells Fargo Advisors Financial Network,178876,1920,33,16,1,1,OT961789OT,8.972266165326612,34,55866.7820853008,2,0
DI1593DI,Farmers Financial Solutions,114435,4468,35,30,1,406,NS826728NS,7.881572956222097,17,56810.06238741557,4,1
CH2774CH,Princor Financial Services Corporation,90631,3769,26,45,1,315,MR702644MR,9.874641805453656,37,47551.99758193699,0,0
AF1935AF,Prudential Investment Management Services,179038,4232,8,23,1,203,KP378355KP,11.910284641002477,25,38724.956622594036,3,0
BG4808BG,Ameritas Investment,70103,1015,36,28,0,110,LQ467570LQ,8.028547907328912,76,45528.53537616087,1,0
BG1331BG,Ameritas Investment,114772,1492,48,51,1,110,LQ367986LQ,11.008093031035688,87,44139.42898129375,2,0
AF8922AF,Prudential Investment Management Services,176108,2449,30,40,0,203,KP556331KP,8.939484763255118,86,49197.40953792454,8,1
DI3702DI,Farmers Financial Solutions,64382,2131,23,54,0,406,NS953284NS,8.414254335475311,85,60932.7090545993,2,0
BG6889BG,Ameritas Investment,134291,3941,42,5,0,110,LQ487881LQ,9.785939280090885,27,36881.59871835831,1,0
CH6054CH,Princor Financial Services Corporation,151195,4521,44,20,1,315,MR408112MR,7.929515355161252,57,51442.50022817391,3,0
DI4868DI,Farmers Financial Solutions,184828,1310,14,40,1,406,NS903940NS,8.892701389305635,31,39365.98354482147,6,1
CH5200CH,Princor Financial Services Corporation,70609,1738,14,56,0,315,MR253077MR,7.6042442148223035,6,42599.530821772285,2,0
EJ1201EJ,Wells Fargo Advisors Financial Network,197550,4241,2,44,1,1,OT154575OT,13.929450265832779,91,55587.40752611842,5,1
DI3497DI,Farmers Financial Solutions,125683,1545,37,1,1,406,NS573958NS,10.070527103943457,40,38100.54946634301,1,0
BG2842BG,Ameritas Investment,174714,3461,5,57,1,110,LQ774331LQ,8.600548984014829,98,57342.44289702979,4,1
DI5658DI,Farmers Financial Solutions,180330,1250,38,30,1,406,NS518815NS,10.427959821468445,12,36478.35553375275,3,0
DI8544DI,Farmers Financial Solutions,121315,1758,45,21,0,406,NS580808NS,9.77534390061834,53,56669.8040343816,1,0
DI8718DI,Farmers Financial Solutions,127834,2804,41,20,0,406,NS691202NS,9.558060800933553,71,34504.68730421488,2,0
DI1770DI,Farmers Financial Solutions,176205,4212,47,6,1,406,NS873422NS,11.22833340008685,10,43821.87320743385,3,0
CH4155CH,Princor Financial Services Corporation,64153,2297,14,22,0,315,MR691343MR,11.51501542009461,45,68964.94383129562,0,0
EJ2628EJ,Wells Fargo Advisors Financial Network,126325,4487,39,18,1,1,OT711985OT,8.938997704778945,17,67085.46369766886,1,0
AF1386AF,Prudential Investment Management Services,194071,2631,25,8,1,203,KP730527KP,8.84836351871064,26,45874.75347482855,2,0
DI7031DI,Farmers Financial Solutions,105318,4810,20,39,0,406,NS335469NS,9.449896605696711,85,53899.605860299016,3,0
BG7439BG,Ameritas Investment,181886,2914,2,32,0,110,LQ223106LQ,5.39615767052883,92,62040.68018884884,4,1
DI7401DI,Farmers Financial Solutions,165033,4110,39,33,0,406,NS891787NS,6.9696178756028955,62,56812.96174420471,2,0
BG5008BG,Ameritas Investment,126077,1813,6,53,1,110,LQ940552LQ,12.733748534889049,46,47265.35753545176,4,1
CH3466CH,Princor Financial Services Corporation,140474,1028,17,16,0,315,MR567835MR,13.289935427002568,64,42513.64685963667,3,0
BG3282BG,Ameritas Investment,183515,1957,25,12,1,110,LQ400486LQ,9.501927920887244,2,58681.03142957929,4,1
AF2856AF,Prudential Investment Management Services,123319,3032,28,38,0,203,KP102257KP,11.153113926111534,54,61307.03308614501,3,0
EJ8980EJ,Wells Fargo Advisors Financial Network,175885,1476,2,52,0,1,OT389508OT,10.622500309087073,65,67157.01834394388,4,1
BG2998BG,Ameritas Investment,159777,1317,35,34,1,110,LQ780332LQ,16.157761616910477,51,33127.505765469294,0,0
BG6476BG,Ameritas Investment,67368,1244,37,14,1,110,LQ211715LQ,12.239149822869154,53,37468.752117989476,4,1
EJ5669EJ,Wells Fargo Advisors Financial Network,196400,1747,5,36,1,1,OT126654OT,9.744164817038467,36,61619.2360214708,5,1
AF5318AF,Prudential Investment Management Services,141751,1696,1,33,1,203,KP836129KP,8.088919118799149,26,34484.69453249823,2,0
DI8064DI,Farmers Financial Solutions,77306,1271,40,23,1,406,NS443567NS,6.787107359484855,29,62385.499549119326,7,1
BG8446BG,Ameritas Investment,87219,4511,12,50,1,110,LQ391464LQ,10.406927271734446,21,47850.67494014608,6,1
EJ2431EJ,Wells Fargo Advisors Financial Network,110279,2771,36,45,1,1,OT645096OT,8.487298509431394,11,44790.861806633155,2,0
CH6624CH,Princor Financial Services Corporation,103028,2262,45,2,1,315,MR676677MR,7.155492580804651,40,52054.28596271469,6,1
EJ8461EJ,Wells Fargo Advisors Financial Network,154263,3424,23,41,0,1,OT588906OT,8.706854231514948,11,36546.31547764501,5,1
CH2819CH,Princor Financial Services Corporation,50126,1265,47,21,1,315,MR218581MR,7.8369039927712105,36,58240.148305983515,4,1
AF2130AF,Prudential Investment Management Services,102329,3973,31,2,1,203,KP227927KP,13.37428327014513,59,66896.36997694697,3,0
DI7563DI,Farmers Financial Solutions,77632,1920,11,27,0,406,NS134773NS,11.763279513898901,39,58705.76215814242,3,0
EJ3658EJ,Wells Fargo Advisors Financial Network,159945,4430,10,57,1,1,OT806528OT,9.984054717366766,99,47534.91307445859,2,0
BG4500BG,Ameritas Investment,105176,1339,3,9,0,110,LQ520963LQ,12.959888277780053,54,34619.64292234559,2,0
AF9566AF,Prudential Investment Management Services,184869,1388,14,1,0,203,KP438540KP,10.154736615295237,98,35004.125437970666,7,1
EJ3120EJ,Wells Fargo Advisors Financial Network,194790,3624,16,11,1,1,OT601590OT,8.277431597343472,55,36703.566977606926,7,1
BG5020BG,Ameritas Investment,84560,4760,10,3,0,110,LQ469836LQ,13.046248154539315,24,49877.21722887683,4,1
EJ4259EJ,Wells Fargo Advisors Financial Network,126589,3050,29,52,1,1,OT314764OT,11.077820087369318,22,51134.00063272605,3,0
CH2823CH,Princor Financial Services Corporation,72116,4500,10,23,0,315,MR681793MR,7.925507691347088,69,58684.435107409954,3,0
EJ2474EJ,Wells Fargo Advisors Financial Network,182717,2165,12,26,0,1,OT972328OT,9.619322643832783,56,32039.710135169244,6,1
EJ3242EJ,Wells Fargo Advisors Financial Network,174085,1375,30,4,0,1,OT642423OT,8.248763493230486,33,63112.102303923995,5,1
EJ4243EJ,Wells Fargo Advisors Financial Network,167718,4741,41,18,1,1,OT715175OT,7.234400538071328,36,56944.06318945371,2,0
